Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Magic Items,Armor,Plate,Very Rare,NA,Dwarven Plate,"75,000"
Magic Items,Weapon,Warhammer,Very Rare,Required,Dwarven Thrower,"100,000"
Magic Items,Weapon,Whip,Very Rare,Required,Dyrrn's Tentacle Whip,"100,000"
Magic Items,Wondrous,,Very Rare,NA,Efreeti Bottle,"45,000"
Magic Items,Wondrous,,Very Rare,Required,Far Gear,"90,000"
Magic Items,Wondrous,,Very Rare,NA,Figurine of Wondrous Power,"45,000"
Magic Items,Weapon,Any Sword,Very Rare,Required,Frost Brand,"100,000"
Magic Items,Helmet,,Very Rare,Required,Helm of Brilliance,"50,000"
Magic Items,Armor,Leather,Very Rare,Required,Heward's Hireling Armor,"150,000"
Magic Items,Wondrous,,Very Rare,NA,Horseshoes of a Zephyr,"45,000"
Magic Items,Armor,Leather,Very Rare,Required,Hunter's Coat,"150,000"
Magic Items,Gauntlets,,Very Rare,Required,Illusionist's Bracers,"40,000"
Magic Items,Wondrous,,Very Rare,Required,Kyrzin's Ooze,"90,000"
Magic Items,Armor,Any Armor,Very Rare,NA,Last Stand Armor,"75,000"
Magic Items,Armor,Any Armor,Very Rare,Required,Living Armor,"150,000"
Magic Items,Manual,,Very Rare,NA,Manual of Bodily Health,"90,000"
Magic Items,Manual,,Very Rare,NA,Manual of Gainful Exercise,"90,000"
Magic Items,Manual,,Very Rare,NA,Manual of Golems,"90,000"
Magic Items,Manual,,Very Rare,NA,Manual of Quickness of Action,"90,000"
Magic Items,Wondrous,,Very Rare,NA,Mirror of Life Trapping,"45,000"
Magic Items,Weapon,Sickle,Very Rare,Required,"Moon Sickle, +3","90,000"
Magic Items,Weapon,Any Sword,Very Rare,Required,Nine Lives Stealer,"100,000"
Magic Items,Wondrous,,Very Rare,NA,Nolzur's Marvelous Pigments,"45,000"
Magic Items,Weapon,Longbow,Very Rare,NA,Oathbow,"50,000"
Potions,,,Very Rare,NA,Oil of Sharpness,"20,000"
Magic Items,Weapon,Orb,Very Rare,Required,Orb of the Veil,"90,000"
Magic Items,Helmet,,Very Rare,Required,Peregrine Mask,"50,000"
Magic Items,Weapon,Any Sword,Very Rare,Required,Polymorph Blade,"100,000"
Magic Items,Weapon,Dust,Very Rare,NA,Reincarnation Dust,"45,000"
Magic Items,Wondrous,Instrument,Very Rare,Required,"Rhythm Maker's Drum, +3","90,000"
Magic Items,Ring,,Very Rare,Required,Ring of Regeneration,"30,000"
Magic Items,Ring,,Very Rare,Required,Ring of Shooting Stars,"30,000"
Magic Items,Ring,,Very Rare,Required,Ring of Telekinesis,"30,000"
Magic Items,Clothing,,Very Rare,Required,Robe of Scintillating Colors,"50,000"
Magic Items,Clothing,,Very Rare,Required,Robe of Stars,"50,000"
Magic Items,Rod,,Very Rare,Required,Rod of Absorption,"60,000"
Magic Items,Rod,,Very Rare,Required,Rod of Alertness,"60,000"
Magic Items,Rod,,Very Rare,Required,"Rod of the Pact Keeper, +3","60,000"
Magic Items,Rod,,Very Rare,NA,Rod of Security,"30,000"
Magic Items,Weapon,Scimitar,Very Rare,NA,Scimitar of Speed,"50,000"
Magic Items,Wondrous,Magic Stone,Very Rare,Required,Shard of the Ise Rune,"90,000"
Magic Items,Armor,Shield,Very Rare,Required,Shield of the Uven Rune,"150,000"
Magic Items,Armor,Shield,Very Rare,NA,"Shield, +3","75,000"
Magic Items,Weapon,Sling Bullets,Very Rare,NA,Sling Bullets of Althemone,"50,000"
Magic Items,Weapon,Spear,Very Rare,NA,Spear of Backbiting,"50,000"
Magic Items,Armor,Shield,Very Rare,NA,Spellguard Shield,"75,000"
Magic Items,Staff,,Very Rare,Required,Staff of Fire,"90,000"
Magic Items,Staff,,Very Rare,Required,Staff of Frost,"90,000"
Magic Items,Staff,,Very Rare,Required,Staff of Power,"90,000"
Magic Items,Staff,,Very Rare,Required,Staff of Striking,"90,000"
Magic Items,Staff,,Very Rare,Required,Staff of Thunder and Lightning,"90,000"
Potions,Healing,,Very Rare,NA,Potion of Supreme Healing,"20,000"
Magic Items,Weapon,Any Sword that Deals Slashing Damage,Very Rare,Required,Sword of Sharpness,"100,000"
Magic Items,Weapon,Longsword,Very Rare,Required,Sword of the Paruns,"100,000"
Magic Items,Wondrous,,Very Rare,Required,Timepiece of Travel,"90,000"
Magic Items,Manual,,Very Rare,NA,Tome of Clear Thought,"90,000"
Magic Items,Manual,,Very Rare,NA,Tome of Leadership and Influence,"90,000"
Magic Items,Manual,,Very Rare,NA,Tome of Understanding,"90,000"
Magic Items,Staff,,Very Rare,Required,Voyager Staff,"90,000"
Magic Items,Wand,,Very Rare,Required,Wand of Polymorph,"70,000"
Magic Items,Wondrous,,Very Rare,Required,Wheel of Stars,90000
Magic Items,Weapon,Yklwa,Very Rare,NA,"Yklwa, +3",50000
General Store,,General,,,Abacus,2
General Store,,General,,,Vial of Acid,25
General Store,,General,,,Alms Box,0.3
General Store,,General,,,Amulet,5
General Store,,General,,,Backpack,2
General Store,,General,,,Bagpipes,30
General Store,,General,,,"Ball Bearings (1,000)",2
General Store,,General,,,Banded Agate,10
General Store,,General,,,Barrel,2
General Store,,General,,,Basket,0.4
General Store,,General,,,Bedroll,1
General Store,,General,,,Bell,1
General Store,,General,,,Birdpipes,12
General Store,,General,,,Bit and Bridle,2
General Store,,General,,,Blanket,0.5
General Store,,General,,,Blasting Powder (5),50
General Store,,General,,,Block and Tackle,1
General Store,,General,,,Block of Incense,0.5
General Store,,General,,,Blowgun,10
General Store,,General,,,Blowgun Needles (10),1
General Store,,General,,,Boomerang,2
General Store,,General,,,Boots,0.5
General Store,,General,,,Glass Bottle,2
General Store,,General,,,Brewer's Supplies,20
General Store,,General,,,Bucket,0.05
General Store,,General,,,Burglar's Pack,16
General Store,,General,,,Calligrapher's Supplies,10
General Store,,General,,,Caltrops (20),1
General Store,,General,,,Candle,0.01
General Store,,General,,,Canoe,50
General Store,,General,,,Carpenter's Tools,8
General Store,,General,,,Carriage,100
General Store,,General,,,Cart,15
General Store,,General,,,Cartographer's Tools,15
General Store,,General,,,Crossbow Bolt Case,1
General Store,,General,,,Map or Scroll Case,1
General Store,,General,,,Censer,0.5
General Store,,General,,,Chain (10 ft),5
General Store,,General,,,Chalk (10),0.1
General Store,,General,,,Chariot,250
General Store,,General,,,Chest,5
General Store,,General,,,Climber's Kit,25
General Store,,General,,,Common Clothes,0.5
General Store,,General,,,Costume Clothes,5
General Store,,General,,,Fine Clothes,15
General Store,,General,,,Traveler's Clothes,2
General Store,,General,,,Cold Weather Clothes,10
General Store,,General,,,Club,0.1
General Store,,General,,,Cobbler's Tools,5
General Store,,General,,,Component Pouch,25
General Store,,General,,,Cook's Utensils,1
General Store,,General,,,Crowbar,2
General Store,,General,,,Dice Set,0.1
General Store,,General,,,Diplomat's Pack,39
General Store,,General,,,Disguise Kit,25
General Store,,General,,,Dragonchess Set,1
General Store,,General,,,Drum,6
General Store,,General,,,Dulcimer,25
General Store,,General,,,Dungeoneer's Pack,12
General Store,,General,,,Entertainer's Pack,40
General Store,,General,,,Feed (per day),0.05
General Store,,General,,,Fishing Tackle,1
General Store,,General,,,Flask or Tankard,0.02
General Store,,General,,,Flute,2
General Store,,General,,,Forgery Kit,15
General Store,,General,,,Glassblower's Tools,20
General Store,,General,,,Glaur,3
General Store,,General,,,Grappling Hook,2
General Store,,General,,,Greatclub,0.2
General Store,,General,,,Sledge Hammer,2
General Store,,General,,,Hammer,1
General Store,,General,,,Hand Drum,6
General Store,,General,,,Healer's Kit,5
General Store,,General,,,Horn,3
General Store,,General,,,Hourglass,25
General Store,,General,,,Hunting Trap,5
General Store,,General,,,Ink (1oz bottle),10
General Store,,General,,,Ink Pen,0.1
General Store,,General,,,Insect Repellent-Incense,0.1
General Store,,General,,,Insect Repellent-Salve,1
General Store,,General,,,Jeweler's Tools,25
General Store,,General,,,Jug or Pitcher,0.02
General Store,,General,,,Ladder (10 ft),0.1
General Store,,General,,,Lamp,0.5
General Store,,General,,,Bullseye Lantern,10
General Store,,General,,,Hooded Lantern,5
General Store,,General,,,Leatherworker's Tools,5
General Store,,General,,,Lock,10
General Store,,General,,,Longhorn,2
General Store,,General,,,Lute,35
General Store,,General,,,Lyre,30
General Store,,General,,,Magnifying Glass,100
General Store,,General,,,Manacles,2
General Store,,General,,,Mason's Tools,10
General Store,,General,,,Mess Kit,0.2
General Store,,General,,,Steel Mirror,5
General Store,,General,,,Monster Hunter's Pack,33
General Store,,General,,,Navigator's Tools,25
General Store,,General,,,Net,1
General Store,,General,,,Oil Flask,0.1
General Store,,General,,,Painter's Supplies,10
General Store,,General,,,Pan Flute,12
General Store,,General,,,Paper (1 sheet),0.2
General Store,,General,,,Parchment (1 sheet),0.1
General Store,,General,,,Vial of Perfume,5
General Store,,General,,,Miner's Pick,2
General Store,,General,,,Piton,0.05
General Store,,General,,,Playing Card Set,0.5
General Store,,General,,,Iron Pot,2
General Store,,General,,,Potter's Tools,10
General Store,,General,,,Pouch,0.5
General Store,,General,,,Pride Silk,100
General Store,,General,,,Priest's Pack,19
General Store,,General,,,Rain Catcher,1
General Store,,General,,,Quiver,1
General Store,,General,,,Portable Ram,4
General Store,,General,,,Rations (3 Meals),0.5
General Store,,General,,,Robes,1
General Store,,General,,,Rod,10
General Store,,General,,,Hempen Rope (50 ft),1
General Store,,General,,,Silk Rope (50 ft),10
General Store,,General,,,Rowboat,50
General Store,,General,,,Sack,0.01
General Store,,General,,,Exotic Saddle,60
General Store,,General,,,Military Saddle,20
General Store,,General,,,Pack Saddle,5
General Store,,General,,,Riding Saddle,10
General Store,,General,,,Saddlebags,4
General Store,,General,,,Merchant's Scale,5
General Store,,General,,,Scholar's Pack,40
General Store,,General,,,Sealing Wax,0.5
General Store,,General,,,Shawn,2
General Store,,General,,,Shovel,2
General Store,,General,,,Sickle,1
General Store,,General,,,Signal Whistle,0.05
General Store,,General,,,Small Knife,0.5
General Store,,General,,,Soap,0.02
General Store,,General,,,Songhorn,2
General Store,,General,,,Spellbook,50
General Store,,General,,,Spyglass,1000
General Store,,General,,,Staff,5
General Store,,General,,,Tantan,6
General Store,,General,,,Two-Person Tent,2
General Store,,General,,,Thelarr,2
General Store,,General,,,Thieves' Tools,25
General Store,,General,,,Three-Dragon Ante Set,1
General Store,,General,,,Tinderbox,0.5
General Store,,General,,,Tinker's Tools,50
General Store,,General,,,Tocken,6
General Store,,General,,,Torch,0.01
General Store,,General,,,Vial,1
General Store,,General,,,Viol,30
General Store,,General,,,Wargong,30
General Store,,General,,,Waterskin,0.2
General Store,,General,,,Weaver's Tools,1
General Store,,General,,,Whetstone,0.01
General Store,,General,,,Woodcarver's Tools,1
General Store,,General,,,Yarting,35
General Store,,General,,,Zulkoon,30
Blacksmith,Ammunition,,,,Arrows (10),1
Blacksmith,Miscellaneous,,,,"Ball Bearings (1,000)",2
Blacksmith,Weapon,,,,Battleaxe,10
Blacksmith,Weapon,,,,Blowgun,15
Blacksmith,Ammunition,,,,Blowgun Needles (10),1
Blacksmith,Weapon,,,,Boomerang,5
Blacksmith,Armor,,,,Breastplate Armor,400
Blacksmith,Miscellaneous,,,,Caltrops (20),1
Blacksmith,Miscellaneous,,,,Crossbow Bolt Case,1
Blacksmith,Miscellaneous,,,,Chain (10 ft),5
Blacksmith,Armor,,,,Chain Mail Armor,75
Blacksmith,Armor,,,,Chain Shirt Armor,50
Blacksmith,Ammunition,,,,Crossbow Bolts (10),1
Blacksmith,Weapon,,,,Hand Crossbow,75
Blacksmith,Weapon,,,,Heavy Crossbow,50
Blacksmith,Weapon,,,,Light Crossbow,25
Blacksmith,Weapon,,,,Crowbar,2
Blacksmith,Weapon,,,,Dagger,2
Blacksmith,Weapon,,,,Dart,0.05
Blacksmith,Weapon,,,,Double-Bladed Scimitar,100
Blacksmith,Miscellaneous,,,,Dragonchess Set,5
Blacksmith,Weapon,,,,Flail,10
Blacksmith,Weapon,,,,Glaive,20
Blacksmith,Miscellaneous,,,,Grappling Hook,2
Blacksmith,Weapon,,,,Greataxe,30
Blacksmith,Weapon,,,,Greatsword,50
Blacksmith,Weapon,,,,Halberd,20
Blacksmith,Armor,,,,Half-Plate Armor,750
Blacksmith,Miscellaneous,,,,Sledge Hammer,2
Blacksmith,Weapon,,,,Handaxe,5
Blacksmith,Armor,,,,Hide Armor,10
Blacksmith,Miscellaneous,,,,Hunting Trap,5
Blacksmith,Weapon,,,,Javelin,0.5
Blacksmith,Weapon,,,,Lance,0.5
Blacksmith,Armor,,,,Leather Armor,10
Blacksmith,Weapon,,,,Light Hammer,2
Blacksmith,Weapon,,,,Longbow,50
Blacksmith,Weapon,,,,Longsword,15
Blacksmith,Weapon,,,,Mace,5
Blacksmith,Weapon,,,,Maul,10
Blacksmith,Miscellaneous,,,,Steel Mirror,5
Blacksmith,Weapon,,,,Morningstar,15
Blacksmith,Weapon,,,,Net,1
Blacksmith,Armor,,,,Padded Armor,5
Blacksmith,Miscellaneous,,,,Miner's Pick,2
Blacksmith,Weapon,,,,Pike,5
Blacksmith,Miscellaneous,,,,Piton,0.05
Blacksmith,Armor,,,,Plate Mail Armor,1500
Blacksmith,Miscellaneous,,,,Pole (10 ft),0.05
Blacksmith,Armor,,,,Pride Silk Outfit,500
Blacksmith,Weapon,,,,Quarterstaff,0.2
Blacksmith,Miscellaneous,,,,Quiver,1
Blacksmith,Weapon,,,,Rapier,25
Blacksmith,Armor,,,,Ring Mail Armor,30
Blacksmith,Miscellaneous,,,,Rod,10
Blacksmith,Armor,,,,Scale Mail Armor,50
Blacksmith,Weapon,,,,Scimitar,25
Blacksmith,Armor,,,,Shield,10
Blacksmith,Weapon,,,,Shortbow,25
Blacksmith,Weapon,,,,Shortsword,10
Blacksmith,Miscellaneous,,,,Signet Ring,5
Blacksmith,Weapon,,,,Sling,0.1
Blacksmith,Ammunition,,,,Sling Bullets,0.04
Blacksmith,Miscellaneous,,,,Smith's Tools,20
Blacksmith,Weapon,,,,Spear,1
Blacksmith,Armor,,,,Spiked Armor,75
Blacksmith,Miscellaneous,,,,Iron Spikes (10),1
Blacksmith,Armor,,,,Splint,200
Blacksmith,Armor,,,,Studded Leather Armor,45
Blacksmith,Weapon,,,,Trident,5
Blacksmith,Weapon,,,,War Pick,5
Blacksmith,Weapon,,,,Warhammer,15
Blacksmith,Weapon,,,,Whip,2
Blacksmith,Weapon,,,,Yklwa,1
Blacksmith,Weapon,,,,Cured Leather,0.1
Blacksmith,Miscellaneous,,,,"Silver and Iron, powdered mixture",5
Blacksmith,Miscellaneous,,,,"Silver and Iron, powdered mixture",100
Blacksmith,Miscellaneous,,,,"Silver and Iron, powdered mixture",5
Blacksmith,Miscellaneous,,,,"Silver Bar, ornately carved",100
Blacksmith,Miscellaneous,,,,Silver powder,25
Blacksmith,Miscellaneous,,,,Silver powder,5
Blacksmith,Miscellaneous,,,,Silver Rod,10
Jewelry Shop,,Jewels,,,Azurite Adamantine Bracelet,1510
Jewelry Shop,,Jewels,,,Aquamarine Steel Necklace,502
Jewelry Shop,,Jewels,,,Quartz Cold-Iron Encrusted Bowl,50
Jewelry Shop,,Jewels,,,Spinel Adamantine Ring,600
Jewelry Shop,,Jewels,,,Sardonyx Copper Circlet,50
Jewelry Shop,,Jewels,,,Onyx Copper Ring,50
Jewelry Shop,,Jewels,,,Obsidian Electrum Circlet,30
Jewelry Shop,,Jewels,,,Peridot Copper Encrusted Dagger,501
Jewelry Shop,,Jewels,,,Ruby Lead Encrusted Dagger,5000
Jewelry Shop,,Jewels,,,Onyx Adamantine Encrusted Dagger,5050
Jewelry Shop,,Jewels,,,Sapphire Dust Bronze Bracelet,1000
Jewelry Shop,,Jewels,,,Star Rose Quartz Silver Ring,51
Jewelry Shop,,Jewels,,,Eye Agate Electrum Encrusted Dagger,35
Jewelry Shop,,Jewels,,,Carnelian Cold-Iron Encrusted Bowl,50
Jewelry Shop,,Jewels,,,Fire Opal Dust Silver Circlet,1004
Jewelry Shop,,Jewels,,,Chrysoprase Iron Circlet,50
Jewelry Shop,,Jewels,,,Diamond (10 carat) Brass Amulet,1000
Jewelry Shop,,Jewels,,,Turquoise Brass Necklace,10
Jewelry Shop,,Jewels,,,Diamond (10 carat) Brass Amulet,1000.12
Jewelry Shop,,Jewels,,,Turquoise Brass Necklace,10.12
Potions,,Poisons,,,Drow Poison,200
Potions,,Poisons,,,Burnt Othur Fumes,500
Potions,,Poisons,,,Assassin's Blood,150
Potions,,Poisons,,,Crawler Mucus,200
Potions,,Poisons,,,Essence of Ether,300
Potions,,Poisons,,,Malice,250
Potions,,Poisons,,,Midnight Tears,1500
Potions,,Poisons,,,Oil of Taggit,400
Potions,,Poisons,,,Pale Tincture,250
Potions,,Poisons,,,Purple Worm Poison,2000
Potions,,Poisons,,,Serpent Venom,200
Potions,,Poisons,,,Torpor,600
Potions,,Poisons,,,Wyvern Poison,1200
Potions,,Poisons,,,Dreamlily,1
Potions,,Poisons,,,Dragon's Blood,2000
Potions,,Poisons,,,Blood of the Lycanthrope,150
Potions,,Poisons,,,Dust of the Mummy,200
Potions,,Poisons,,,Vial of Basic Poison,100
Potions,,Poisons,,,Thessaltoxin,200
Potions,,Potions;Poisons,,,Truth Serum,150
Potions,,Potions,,,Alchemist's Fire (Flask),50
Potions,,Potions,,,Alchemist's Supplies,50
Potions,,Potions,,,Vial of Acid,25
Potions,,Potions,,,Antitoxin,50
Potions,,Potions,,,Explorer's Pack,10
Potions,,Potions,,,Poisoner's Kit,50
Potions,,Potions,,,Herbalism Kit,0.5
Potions,,Potions,,,Elixir of Health,5075
Potions,,Potions,,,Oil of Etherealness,5100
Potions,,Potions,,,Oil of Sharpness,50100
Potions,,Potions,,,Oil of Slipperiness,600
Potions,,Potions,,,Philter of Love,600
Potions,,Potions,,,Potion of Animal Friendship,300
Potions,,Potions,,,Potion of Aqueous Form,5000
Potions,,Potions,,,Potion of Clairvoyance,5000
Potions,,Potions,,,Potion of Climbing,50
Potions,,Potions,,,Potion of Comprehension,50
Potions,,Potions,,,Potion of Diminution,5000
Potions,,Potions,,,Potion of Fire Breath,300
Potions,,Potions,,,Potion of Flying,20000
Potions,,Potions,,,Potion of Gaseous Form,5000
Potions,,Potions,,,Potion of Hill Giant Strength,5000
Potions,,Potions,,,Potion of Frost Giant Strength,5000
Potions,,Potions,,,Potion of Stone Giant Strength,5000
Potions,,Potions,,,Potion of Fire Giant Strength,5000
Potions,,Potions,,,Potion of Cloud Giant Strength,5000
Potions,,Potions,,,Potion of Storm Giant Strength,5000
Potions,,Potions,,,Potion of Growth,300
Potions,,Potions,,,Potion of Heroism,5000
Potions,,Potions,,,Potion of Invisibility,20000
Potions,,Potions,,,Potion of Invulnerability,5000
Potions,,Potions,,,Potion of Longevity,20000
Potions,,Potions,,,Potion of Maximum Power,5000
Potions,,Potions,,,Potion of Mind Control,5000
Potions,,Potions,,,Potion of Mind Reading,5000
Potions,,Potions,,,Potion of Poison,300
Potions,,Potions,,,Potion of Possibility,20000
Potions,,Potions,,,Potion of Resistance,300
Potions,,Potions,,,Potion of Speed,20000
Potions,,Potions,,,Potion of Vitality,20000
Potions,,Potions,,,Potion of Watchful Rest,50
Potions,,Potions,,,Potion of Water Breathing,300
Potions,,Potions,,,Thessaltoxin Antidote,300
Potions,,Potions,,,Bottled Breath,300
Ingredients,Coastal; Swamp,,Common,Plant,Amanita Cap,10
Ingredients,Arctic; Mountain,,Common,Plant,Arctic Creeper,10
Ingredients,Desert; Forest; Grassland,,Uncommon,Plant,Arrow Root,15
Ingredients,Mountain; Coastal,,Very Rare,Plant,Basilisk Breath,25
Ingredients,Forest; Swamp,,Very Rare,Plant,Black Sap,300
Ingredients,Forest; Swamp; Coastal,,Rare,Plant,Blight Ichor,200
Ingredients,Arctic; Desert; Coastal; Underwater; Forest; Grassland; Hill; Mountain; Swamp; Underdark,,Very Common,Plant,Bloodgrass,5
Ingredients,Coastal; Forest; Swamp,,Rare,Plant,Blue Toadshade,20
Ingredients,Desert; Grassland,,Common,Plant,Cactus Juice,10
Ingredients,Coastal; Underdark; Underwater,,Rare,Plant,Chromus Slime,20
Ingredients,Coastal; Desert; Underwater,,Rare,Plant,Cosmos Glond,20
Ingredients,Hill; Swamp; Underdark; Underwater,,Very Rare,Plant,Devil's Bloodleaf,25
Ingredients,Desert; Grassland; Mountain,,Common,Plant,Drakus Flower,10
Ingredients,Desert; Mountain,,Uncommon,Plant,Dried Ephedra,15
Ingredients,Arctic; Desert; Coastal; Underwater; Forest; Grassland; Hill; Mountain; Swamp; Underdark,,Rare,Plant,Elemental Water,20
Ingredients,Forest; Swamp,,Common,Plant,Emetic Wax,10
Ingredients,Arctic; Underdark,,Common,Plant,Fennel Silk,10
Ingredients,Arctic; Underdark,,Rare,Plant,Fiend's Ivy,20
Ingredients,Arctic; Mountain,,Rare,Plant,Frozen Seedlings,20
Ingredients,Desert; Forest; Grassland; Mountain; Hill; Underdark,,Common,Bug,Giant Ant,0.5
Ingredients,Forest; Grassland; Hill,,Uncommon,Bug,Giant Bumblebee,2
Ingredients,Arctic; Forest; Grassland; Mountain; Hill; Coastal; Swamp,,Common,Bug,Giant Butterfly,10
Ingredients,Forest; Grassland; Hill; Coastal,,Rare,Bug,Giant Caterpillar,1
Ingredients,Desert; Forest; Grassland; Swamp; Coastal,,Uncommon,Bug,Giant Cicada,50
Ingredients,Desert; Forest; Grassland; Hill; Swamp,,Rare,Bug,Giant Cricket,1
Ingredients,Arctic; Desert; Forest; Grassland; Hill,,Uncommon,Bug,Giant Dragonfly,15
Ingredients,Desert; Grassland; Underdark,,Very Rare,Bug,Giant Dung Beetle,45
Ingredients,Forest; Grassland; Mountain; Hill; Coastal,,Common,Bug,Giant Firefly,1
Ingredients,Arctic; Mountain; Underdark; Swamp,,Rare,Bug,Giant Glowworm,30
Ingredients,Grassland; Hill; Swamp,,Very Rare,Bug,Giant Grasshopper,10
Ingredients,Forest; Mountain; Underdark,,Uncommon,Bug,Giant Hornet,80
Ingredients,Arctic; Desert; Forest; Grassland; Hill; Mountain; Coastal,,Very Rare,Bug,Giant Ladybug,0.5
Ingredients,Forest; Grassland; Hill; Mountain,,Common,Bug,Giant Praying Mantis,35
Ingredients,Forest; Grassland; Hill,,Rare,Bug,Giant Rhino Beetle,75
Ingredients,Desert,,Common,Bug,Giant Scarab Beetle,65
Ingredients,Forest; Grassland; Mountain; Hill; Coastal,,Common,Bug,Giant Slug,0.5
Ingredients,Forest; Grassland; Hill,,Rare,Bug,Giant Stag Beetle,80
Ingredients,Hill; Underdark,,Uncommon,Plant,Ginkgo Brush,15
Ingredients,Forest,,Common,Plant,Harrada Leaf,10
Ingredients,Coastal; Grassland; Underwater,,Common,Plant,Hyacinth Nectar,10
Ingredients,Coastal; Swamp; Underwater,,Uncommon,Plant,Hydrathistle,15
Ingredients,Arctic; Forest; Hill,,Uncommon,Plant,Ironwood Heart,15
