Category,Secondary Category,Tertiary Categories,Rarity,Attunement,Item,Cost (GP)
Weapon,Shortsword,Shortsword,Rare,Required,Piercer,"8,750"
Wondrous,Wondrous,Wondrous,Rare,NA,Portable Hole,"8,000"
Wondrous,Orb,Orb,Rare,NA,Professor Orb,"8,000"
Ring,Ring,Magic Ring,Rare,NA,Ring of Animal Influence,"3,000"
Ring,Ring,Magic Ring,Rare,Required,Ring of Evasion,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of Feather Falling,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of Free Action,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of Protection,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of Resistance,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of Spell Storing,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of Temporal Salvation,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of the Ram,"5,250"
Ring,Ring,Magic Ring,Rare,Required,Ring of X-ray Vision,"5,250"
Clothing,Clothing,Clothing,Rare,Required,Robe of Eyes,"8,750"
Clothing,Clothing,Clothing,Rare,Required,Robe of Summer,"8,750"
Rod,Rod,Rod,Rare,Required,Rod of Rulership,"10,500"
Rod,Rod,Rod,Rare,Required,"Rod of the Pact Keeper, +2","10,500"
Rod,Rod,Rod,Rare,NA,Rod of the Vonindod,"6,000"
Wondrous,Wondrous,Wondrous,Rare,NA,Rope of Entanglement,"8,000"
Armor,Plate,Plate Armor,Rare,NA,Scorpion Armor,"7,000"
Scroll,Manual,Manual,Rare,NA,Scroll of Protection,"7,500"
Armor,Shield,Shield,Rare,NA,Shield of Far Sight,"7,000"
Armor,Shield,Shield,Rare,Required,Shield of Missile Attraction,"12,250"
Armor,Shield,Shield,Rare,NA,"Shield, +2","7,000"
Wondrous,Instrument,Instrument,Rare,Required,Siren Song Lyre,"14,000"
Wondrous,Magic Stone,Magic Stone,Rare,NA,Speaking Stone,"8,000"
Staff,Staff,Staff,Rare,Required,Spider Staff,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of Charming,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of Defense,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of Healing,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of Swarming Insects,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of the Ivory Claw,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of the Woodlands,"13,125"
Staff,Staff,Staff,Rare,Required,Staff of Withering,"13,125"
Wondrous,Magic Stone,Magic Stone,Rare,NA,Stone of Controlling Earth Elementals,"8,000"
Wondrous,Magic Stone,Magic Stone,Rare,Required,Stonespeaker Crystal,"14,000"
Weapon,Longsword,Longsword,Rare,Required,Sun Blade,"8,750"
Weapon,Warhammer,Warhammer,Rare,Required,Sunforger,"8,750"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Rare,Required,Sword of Life Stealing,"8,750"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Rare,Required,Sword of Wounding,"8,750"
Rod,Rod,Rod,Rare,Required,Tentacle Rod,"10,500"
Weapon,Sling,Sling,Rare,NA,Two-Birds Sling,"5,000"
Weapon,Rapier,Rapier,Rare,NA,"Vicious Rapier, +1","5,000"
Wand,Wand,Wand,Rare,Required,Wand of Binding,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Enemy Detection,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Fear,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Fireballs,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Lightning Bolts,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Paralysis,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Viscid Globs,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Winter,"6,125"
Wand,Wand,Wand,Rare,Required,Wand of Wonder,"6,125"
Clothing,Cloak,Cloak,Rare,Required,Wings of Flying,"8,750"
Weapon,Yklwa,Yklwa,Rare,NA,"Yklwa, +2","5,000"
Potion,Healing Potion,Healing Potion,Rare,NA,Potion of Superior Healing,"5,000"
Wondrous,Sickle,Sickle,Rare,Required,"Moon Sickle, +2","14,000"
Wondrous,Instrument,Instrument,Rare,Required,Rhythm- Maker’s Drum,"14,000"
Wondrous,Wondrous,Wondrous,Rare,Required,Bloodwell Vial,"14,000"
Manual,Manual,Manual,Rare,Required,Arcane Grimoire,"17,500"
Amulet,Amulet,Amulet,Rare,Required,Amulet of the Devout,"13,125"
Wondrous,Wondrous,Wondrous,Rare,Required,All-Purpose Tool,"14,000"
Manual,Manual,Manual,Rare,Required,Alchemical Compendium,"17,500"
Wondrous,Magic Stone,Magic Stone,Rare,Required,Astral Shard,"14,000"
Wondrous,Wondrous,Wondrous;Manual;Orb,Rare,Required,Astromancy Archive,"14,000"
Manual,Manual,Manual,Rare,Required,Atlas of Endless Horizons,"17,500"
Wondrous,Wondrous,Wondrous;Instrument,Rare,Required,Bell Branch,"14,000"
Weapon,Flail,Flail,Rare,Required,Devotee's Censer,"8,750"
Manual,Manual,Manual,Rare,Required,Duplicitous Manuscript,"17,500"
Wondrous,Magic Stone,Magic Stone,Rare,Required,Elemental Essence Shard,"14,000"
Wondrous,Magic Stone,Magic Stone,Rare,Required,Far Realm Shard,"14,000"
Manual,Manual,Manual,Rare,Required,Fulminating Treatise,"17,500"
Manual,Manual,Manual,Rare,Required,Heart Weaver’s Primer,"17,500"
Manual,Manual,Manual,Rare,Required,Libram of Souls and Flesh,"17,500"
Wondrous,Instrument,Instrument,Rare,Required,Lyre of Building,"14,000"
Wondrous,Magic Stone,Magic Stone,Rare,Required,Outer Essence Shard,"14,000"
Manual,Manual,Manual,Rare,Required,Planecaller's Codex,"17,500"
Manual,Manual,Manual,Rare,Required,Protective Verses,"17,500"
Wondrous,Instrument,Instrument,Rare,Required,Reveler’s Concertina,"14,000"
Wondrous,Magic Stone,Magic Stone,Rare,Required,Shadowfell Shard,"14,000"
Weapon,Any Weapon,Club;Dagger;Greatclub;Handaxe;Javelin;Light Hammer;Mace;Quarterstaff;Sickle;Spear;Yklwa;Boomerang;Light Crossbow;Dart;Shortbow;Sling;Battleaxe;Flail;Glaive;Greataxe;Greatsword;Halberd;Lance;Longsword;Maul;Morningstar;Pike;Rapier;Scimitar;Shortsword;Trident;War Pick;Warhammer;Whip;Blowgun;Hand Crossbow;Heavy Crossbow;Longbow;Net,Rare,NA,Weapon of Certain Death,"5,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,All-Purpose Tool,"90,000"
Weapon,Ammunition,Arrows;Blowgun Needles;Crossbow Bolts;Sling Bullets;Arrow,Very Rare,NA,"Ammunition, +3","50,000"
Amulet,Amulet,Amulet,Very Rare,Required,Amulet of the Devout,"90,000"
Amulet,Amulet,Amulet,Very Rare,Required,Amulet of the Planes,"90,000"
Armor,Shield,Shield,Very Rare,Required,Animated Shield,"150,000"
Wondrous,Instrument,Instrument,Very Rare,Required,Anstruth Harp,"90,000"
Manual,Manual,Manual,Very Rare,Required,Arcane Grimoire,"180,000"
Armor,"Light, Medium, or Heavy",Padded Armor;Leather Armor;Studded Leather Armor;Hide Armor;Chain Shirt Armor;Scale Mail Armor;Breastplate Armor;Half Plate Armor;Ring Mail Armor;Chain Mail Armor;Splint Armor;Plate Armor,Very Rare,NA,"Armor, +3","75,000"
Weapon,Arrow,Arrow,Very Rare,NA,Arrow of Slaying,"50,000"
Wondrous,Bag,Bag,Very Rare,NA,Bag of Devouring,"45,000"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Very Rare,Required,Blade of Medusa,"100,000"
Weapon,Greataxe,Greataxe,Very Rare,Required,Bloodaxe,"100,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Bloodwell Vial,"90,000"
Weapon,Boomerang,Boomerang,Very Rare,NA,"Boomerang, +3","50,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Candle of Invocation,"90,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Carpet of Flying,"45,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Cauldron of Rebirth,"90,000"
Wondrous,Orb,Orb,Very Rare,Required,Chronolometer,"90,000"
Clothing,Cloak,Cloak,Very Rare,Required,Cloak of Arachnida,"50,000"
Wondrous,Orb,Orb,Very Rare,Required,Crystal Ball,"90,000"
Wondrous,Orb,Orb,Very Rare,Required,Crystalline Chronicle,"90,000"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Very Rare,Required,Dancing Sword,"100,000"
Armor,Plate,Plate Armor,Very Rare,Required,Demon Armor,"150,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Dimensional Loop,"90,000"
Wondrous,Magic Stone,Magic Stone,Very Rare,NA,Dispelling Stone,"45,000"
Armor,Scale Mail,Scale Mail Armor,Very Rare,Required,Dragon Scale Mail,"150,000"
Weapon,Warhammer,Warhammer,Very Rare,Required,Duskcrusher,"100,000"
Armor,Plate,Plate Armor,Very Rare,NA,Dwarven Plate,"75,000"
Weapon,Warhammer,Warhammer,Very Rare,Required,Dwarven Thrower,"100,000"
Weapon,Whip,Whip,Very Rare,Required,Dyrrn's Tentacle Whip,"100,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Efreeti Bottle,"45,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Far Gear,"90,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Figurine of Wondrous Power,"45,000"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Very Rare,Required,Frost Brand,"100,000"
Helmet,Helmet,Helmet,Very Rare,Required,Helm of Brilliance,"50,000"
Armor,Leather,Leather Armor,Very Rare,Required,Heward's Hireling Armor,"150,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Horseshoes of a Zephyr,"45,000"
Armor,Leather,Leather Armor,Very Rare,Required,Hunter's Coat,"150,000"
Gauntlets,Gauntlets,Gauntlets,Very Rare,Required,Illusionist's Bracers,"40,000"
Wondrous,Instrument,Instrument,Very Rare,Required,Instrument of the Bards (1/7),"90,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Kyrzin's Ooze,"90,000"
Armor,Any Armor,Padded Armor;Leather Armor;Studded Leather Armor;Hide Armor;Chain Shirt Armor;Scale Mail Armor;Breastplate Armor;Half Plate Armor;Ring Mail Armor;Chain Mail Armor;Splint Armor;Plate Armor;Spiked Armor;Pride Silk Outfit,Very Rare,NA,Last Stand Armor,"75,000"
Armor,Any Armor,Padded Armor;Leather Armor;Studded Leather Armor;Hide Armor;Chain Shirt Armor;Scale Mail Armor;Breastplate Armor;Half Plate Armor;Ring Mail Armor;Chain Mail Armor;Splint Armor;Plate Armor;Spiked Armor;Pride Silk Outfit,Very Rare,Required,Living Armor,"150,000"
Manual,Manual,Manual,Very Rare,NA,Manual of Bodily Health,"90,000"
Manual,Manual,Manual,Very Rare,NA,Manual of Gainful Exercise,"90,000"
Manual,Manual,Manual,Very Rare,NA,Manual of Golems,"90,000"
Manual,Manual,Manual,Very Rare,NA,Manual of Quickness of Action,"90,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Marvelous Pigments,"45,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Mirror of Life Trapping,"45,000"
Wondrous,Sickle,Sickle,Very Rare,Required,"Moon Sickle, +3","90,000"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Very Rare,Required,Nine Lives Stealer,"100,000"
Wondrous,Wondrous,Wondrous,Very Rare,NA,Nolzur's Marvelous Pigment,"45,000"
Weapon,Longbow,Longbow,Very Rare,NA,Oathbow,"50,000"
Potion,Potion,Potion,Very Rare,NA,Oil of Sharpness,"20,000"
Wondrous,Orb,Orb,Very Rare,Required,Orb of the Veil,"90,000"
Helmet,Helmet,Helmet,Very Rare,Required,Peregrine Mask,"50,000"
Weapon,Any Sword,Greatsword;Longsword;Rapier;Scimitar;Shortsword,Very Rare,Required,Polymorph Blade,"100,000"
Wondrous,Dust,Dust,Very Rare,NA,Reincarnation Dust,"45,000"
Wondrous,Instrument,Instrument,Very Rare,Required,Rhythm- Maker’s Drum,"90,000"
Ring,Ring,Magic Ring,Very Rare,Required,Ring of Regeneration,"30,000"
Ring,Ring,Magic Ring,Very Rare,Required,Ring of Shooting Stars,"30,000"
Ring,Ring,Magic Ring,Very Rare,Required,Ring of Telekinesis,"30,000"
Clothing,Clothing,Clothing,Very Rare,Required,Robe of Scintillating Colors,"50,000"
Clothing,Clothing,Clothing,Very Rare,Required,Robe of Stars,"50,000"
Rod,Rod,Rod,Very Rare,Required,Rod of Absorption,"60,000"
Rod,Rod,Rod,Very Rare,Required,Rod of Alertness,"60,000"
Rod,Rod,Rod,Very Rare,Required,"Rod of the Pact Keeper, +3","60,000"
Rod,Rod,Rod,Very Rare,NA,Rod of Security,"30,000"
Weapon,Scimitar,Scimitar,Very Rare,NA,Scimitar of Speed,"50,000"
Wondrous,Magic Stone,Magic Stone,Very Rare,Required,Shard of the Ise Rune,"90,000"
Armor,Shield,Shield,Very Rare,Required,Shield of the Uven Rune,"150,000"
Armor,Shield,Shield,Very Rare,NA,"Shield, +3","75,000"
Weapon,Sling Bullets,Sling Bullets,Very Rare,NA,Sling Bullets of Althemone,"50,000"
Weapon,Spear,Spear,Very Rare,NA,Spear of Backbiting,"50,000"
Armor,Shield,Shield,Very Rare,NA,Spellguard Shield,"75,000"
Staff,Staff,Staff,Very Rare,Required,Staff of Fire,"90,000"
Staff,Staff,Staff,Very Rare,Required,Staff of Frost,"90,000"
Staff,Staff,Staff,Very Rare,Required,Staff of Power,"90,000"
Staff,Staff,Staff,Very Rare,Required,Staff of Striking,"90,000"
Staff,Staff,Staff,Very Rare,Required,Staff of Thunder and Lightning,"90,000"
Potion,Healing Potion,Healing Potion,Very Rare,NA,Supreme Healing,"20,000"
Weapon,Any Sword that Deals Slashing Damage,Greatsword;Longsword;Scimitar,Very Rare,Required,Sword of Sharpness,"100,000"
Weapon,Longsword,Longsword,Very Rare,Required,Sword of the Paruns,"100,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Timepiece of Travel,"90,000"
Manual,Manual,Manual,Very Rare,NA,Tome of Clear Thought,"90,000"
Manual,Manual,Manual,Very Rare,NA,Tome of Leadership and Influence,"90,000"
Manual,Manual,Manual,Very Rare,NA,Tome of Understanding,"90,000"
Staff,Staff,Staff,Very Rare,Required,Voyager Staff,"90,000"
Wand,Wand,Wand,Very Rare,Required,Wand of Polymorph,"70,000"
Wondrous,Wondrous,Wondrous,Very Rare,Required,Wheel of Stars,90000
Weapon,Yklwa,Yklwa,Very Rare,NA,"Yklwa, +3",50000
General Store,,General,,,Abacus,2
General Store,,General,,,Vial of Acid,25
General Store,,General,,,Alms Box,0.3
General Store,,General,,,Amulet,5
General Store,,General,,,Backpack,2
General Store,,General,,,Bagpipes,30
General Store,,General,,,"Ball Bearings (1,000)",2
General Store,,General,,,Banded Agate,10
General Store,,General,,,Barrel,2
General Store,,General,,,Basket,0.4
General Store,,General,,,Bedroll,1
General Store,,General,,,Bell,1
General Store,,General,,,Birdpipes,12
General Store,,General,,,Bit and Bridle,2
General Store,,General,,,Blanket,0.5
General Store,,General,,,Blasting Powder (5),50
General Store,,General,,,Block and Tackle,1
General Store,,General,,,Block of Incense,0.5
General Store,,General,,,Blowgun,10
General Store,,General,,,Blowgun Needles (10),1
General Store,,General,,,Boomerang,2
General Store,,General,,,Boots,0.5
General Store,,General,,,Glass Bottle,2
General Store,,General,,,Brewer's Supplies,20
General Store,,General,,,Bucket,0.05
General Store,,General,,,Burglar's Pack,16
General Store,,General,,,Calligrapher's Supplies,10
General Store,,General,,,Caltrops (20),1
General Store,,General,,,Candle,0.01
General Store,,General,,,Canoe,50
General Store,,General,,,Carpenter's Tools,8
General Store,,General,,,Carriage,100
General Store,,General,,,Cart,15
General Store,,General,,,Cartographer's Tools,15
General Store,,General,,,Crossbow Bolt Case,1
General Store,,General,,,Map or Scroll Case,1
General Store,,General,,,Censer,0.5
General Store,,General,,,Chain (10 ft),5
General Store,,General,,,Chalk (10),0.1
General Store,,General,,,Chariot,250
General Store,,General,,,Chest,5
General Store,,General,,,Climber's Kit,25
General Store,,General,,,Common Clothes,0.5
General Store,,General,,,Costume Clothes,5
General Store,,General,,,Fine Clothes,15
General Store,,General,,,Traveler's Clothes,2
General Store,,General,,,Cold Weather Clothes,10
General Store,,General,,,Club,0.1
General Store,,General,,,Cobbler's Tools,5
General Store,,General,,,Component Pouch,25
General Store,,General,,,Cook's Utensils,1
General Store,,General,,,Crowbar,2
General Store,,General,,,Dice Set,0.1
General Store,,General,,,Diplomat's Pack,39
General Store,,General,,,Disguise Kit,25
General Store,,General,,,Dragonchess Set,1
General Store,,General,,,Drum,6
General Store,,General,,,Dulcimer,25
General Store,,General,,,Dungeoneer's Pack,12
General Store,,General,,,Entertainer's Pack,40
General Store,,General,,,Feed (per day),0.05
General Store,,General,,,Fishing Tackle,1
General Store,,General,,,Flask or Tankard,0.02
General Store,,General,,,Flute,2
General Store,,General,,,Forgery Kit,15
General Store,,General,,,Glassblower's Tools,20
General Store,,General,,,Glaur,3
General Store,,General,,,Grappling Hook,2
General Store,,General,,,Greatclub,0.2
General Store,,General,,,Sledge Hammer,2
General Store,,General,,,Hammer,1
General Store,,General,,,Hand Drum,6
General Store,,General,,,Healer's Kit,5
General Store,,General,,,Horn,3
General Store,,General,,,Hourglass,25
General Store,,General,,,Hunting Trap,5
General Store,,General,,,Ink (1oz bottle),10
General Store,,General,,,Ink Pen,0.1
General Store,,General,,,Insect Repellent-Incense,0.1
General Store,,General,,,Insect Repellent-Salve,1
General Store,,General,,,Jeweler's Tools,25
General Store,,General,,,Jug or Pitcher,0.02
General Store,,General,,,Ladder (10 ft),0.1
General Store,,General,,,Lamp,0.5
General Store,,General,,,Bullseye Lantern,10
General Store,,General,,,Hooded Lantern,5
General Store,,General,,,Leatherworker's Tools,5
General Store,,General,,,Lock,10
General Store,,General,,,Longhorn,2
General Store,,General,,,Lute,35
General Store,,General,,,Lyre,30
General Store,,General,,,Magnifying Glass,100
General Store,,General,,,Manacles,2
General Store,,General,,,Mason's Tools,10
General Store,,General,,,Mess Kit,0.2
General Store,,General,,,Steel Mirror,5
General Store,,General,,,Monster Hunter's Pack,33
General Store,,General,,,Navigator's Tools,25
General Store,,General,,,Net,1
General Store,,General,,,Oil Flask,0.1
General Store,,General,,,Painter's Supplies,10
General Store,,General,,,Pan Flute,12
General Store,,General,,,Paper (1 sheet),0.2
General Store,,General,,,Parchment (1 sheet),0.1
General Store,,General,,,Vial of Perfume,5
General Store,,General,,,Miner's Pick,2
General Store,,General,,,Piton,0.05
General Store,,General,,,Playing Card Set,0.5
General Store,,General,,,Iron Pot,2
General Store,,General,,,Potter's Tools,10
General Store,,General,,,Pouch,0.5
General Store,,General,,,Pride Silk,100
General Store,,General,,,Priest's Pack,19
General Store,,General,,,Rain Catcher,1
General Store,,General,,,Quiver,1
General Store,,General,,,Portable Ram,4
General Store,,General,,,Rations (3 Meals),0.5
General Store,,General,,,Robes,1
General Store,,General,,,Rod,10
General Store,,General,,,Hempen Rope (50 ft),1
General Store,,General,,,Silk Rope (50 ft),10
General Store,,General,,,Rowboat,50
General Store,,General,,,Sack,0.01
General Store,,General,,,Exotic Saddle,60
General Store,,General,,,Military Saddle,20
General Store,,General,,,Pack Saddle,5
General Store,,General,,,Riding Saddle,10
General Store,,General,,,Saddlebags,4
General Store,,General,,,Merchant's Scale,5
General Store,,General,,,Scholar's Pack,40
General Store,,General,,,Sealing Wax,0.5
General Store,,General,,,Shawn,2
General Store,,General,,,Shovel,2
General Store,,General,,,Sickle,1
General Store,,General,,,Signal Whistle,0.05
General Store,,General,,,Small Knife,0.5
General Store,,General,,,Soap,0.02
General Store,,General,,,Songhorn,2
General Store,,General,,,Spellbook,50
General Store,,General,,,Spyglass,1000
General Store,,General,,,Staff,5
General Store,,General,,,Tantan,6
General Store,,General,,,Two-Person Tent,2
General Store,,General,,,Thelarr,2
General Store,,General,,,Thieves' Tools,25
General Store,,General,,,Three-Dragon Ante Set,1
General Store,,General,,,Tinderbox,0.5
General Store,,General,,,Tinker's Tools,50
General Store,,General,,,Tocken,6
General Store,,General,,,Torch,0.01
General Store,,General,,,Vial,1
General Store,,General,,,Viol,30
General Store,,General,,,Wargong,30
General Store,,General,,,Waterskin,0.2
General Store,,General,,,Weaver's Tools,1
General Store,,General,,,Whetstone,0.01
General Store,,General,,,Woodcarver's Tools,1
General Store,,General,,,Yarting,35
General Store,,General,,,Zulkoon,30
Blacksmith,,Black Smith,,,Arrows (10),1
Blacksmith,,Black Smith,,,"Ball Bearings (1,000)",2
Blacksmith,,Black Smith,,,Battleaxe,10
Blacksmith,,Black Smith,,,Blowgun,15
Blacksmith,,Black Smith,,,Blowgun Needles (10),1
Blacksmith,,Black Smith,,,Boomerang,5
Blacksmith,,Black Smith,,,Breastplate Armor,400
Blacksmith,,Black Smith,,,Caltrops (20),1
Blacksmith,,Black Smith,,,Crossbow Bolt Case,1
Blacksmith,,Black Smith,,,Chain (10 ft),5
Blacksmith,,Black Smith,,,Chain Mail Armor,75
Blacksmith,,Black Smith,,,Chain Shirt Armor,50
Blacksmith,,Black Smith,,,Crossbow Bolts (10),1
Blacksmith,,Black Smith,,,Hand Crossbow,75
Blacksmith,,Black Smith,,,Heavy Crossbow,50
Blacksmith,,Black Smith,,,Light Crossbow,25
Blacksmith,,Black Smith,,,Crowbar,2
Blacksmith,,Black Smith,,,Dagger,2
Blacksmith,,Black Smith,,,Dart,0.05
Blacksmith,,Black Smith,,,Double-Bladed Scimitar,100
Blacksmith,,Black Smith,,,Dragonchess Set,5
Blacksmith,,Black Smith,,,Flail,10
Blacksmith,,Black Smith,,,Glaive,20
Blacksmith,,Black Smith,,,Grappling Hook,2
Blacksmith,,Black Smith,,,Greataxe,30
Blacksmith,,Black Smith,,,Greatsword,50
Blacksmith,,Black Smith,,,Halberd,20
Blacksmith,,Black Smith,,,Half-Plate Armor,750
Blacksmith,,Black Smith,,,Sledge Hammer,2
Blacksmith,,Black Smith,,,Handaxe,5
Blacksmith,,Black Smith,,,Hide Armor,10
Blacksmith,,Black Smith,,,Hunting Trap,5
Blacksmith,,Black Smith,,,Javelin,0.5
Blacksmith,,Black Smith,,,Lance,0.5
Blacksmith,,Black Smith,,,Leather Armor,10
Blacksmith,,Black Smith,,,Light Hammer,2
Blacksmith,,Black Smith,,,Longbow,50
Blacksmith,,Black Smith,,,Longsword,15
Blacksmith,,Black Smith,,,Mace,5
Blacksmith,,Black Smith,,,Maul,10
Blacksmith,,Black Smith,,,Steel Mirror,5
Blacksmith,,Black Smith,,,Morningstar,15
Blacksmith,,Black Smith,,,Net,1
Blacksmith,,Black Smith,,,Padded Armor,5
Blacksmith,,Black Smith,,,Miner's Pick,2
Blacksmith,,Black Smith,,,Pike,5
Blacksmith,,Black Smith,,,Piton,0.05
Blacksmith,,Black Smith,,,Plate Mail Armor,1500
Blacksmith,,Black Smith,,,Pole (10 ft),0.05
Blacksmith,,Black Smith,,,Pride Silk Outfit,500
Blacksmith,,Black Smith,,,Quarterstaff,0.2
Blacksmith,,Black Smith,,,Quiver,1
Blacksmith,,Black Smith,,,Rapier,25
Blacksmith,,Black Smith,,,Ring Mail Armor,30
Blacksmith,,Black Smith,,,Rod,10
Blacksmith,,Black Smith,,,Scale Mail Armor,50
Blacksmith,,Black Smith,,,Scimitar,25
Blacksmith,,Black Smith,,,Shield,10
Blacksmith,,Black Smith,,,Shortbow,25
Blacksmith,,Black Smith,,,Shortsword,10
Blacksmith,,Black Smith,,,Signet Ring,5
Blacksmith,,Black Smith,,,Sling,0.1
Blacksmith,,Black Smith,,,Sling Bullets,0.04
Blacksmith,,Black Smith,,,Smith's Tools,20
Blacksmith,,Black Smith,,,Spear,1
